OrderID,OrderDate,Product,Revenue,Cost,Quantity,CustomerID,Region,OrderPriority,Discount,Category,Profit,Loss
2816,2024-08-26,Desk,0.23135987068094566,0.47165532879818595,1.0,3028,West,Medium,17,Furniture,0,707
2817,2024-12-06,Keyboard,0.7102444938371388,0.21164021164021163,0.1111111111111111,2529,East,Critical,17,Electronics,2695,0
2818,2024-05-06,Laptop,0.8999797938977572,0.24867724867724866,0.8333333333333334,1488,South,Medium,3,Electronics,3487,0
2819,2024-05-05,Mouse,0.03879571630632451,0.36810279667422524,0.4444444444444444,1056,East,Critical,3,Electronics,0,1249
2820,2024-11-04,Laptop,0.7140836532632855,0.21113630637440162,0.7222222222222222,1511,North,Medium,20,Electronics,2716,0
2821,2024-11-25,Keyboard,0.15255607193372397,0.7853363567649282,0.1111111111111111,4319,North,Critical,26,Electronics,0,2342
2822,2024-03-26,Desk,0.34027076177005455,0.6840513983371126,0.1111111111111111,3151,East,Low,0,Furniture,0,1011
2823,2024-05-23,Mouse,0.5102040816326531,0.8747795414462081,0.3333333333333333,3604,North,Medium,4,Electronics,0,927
2824,2024-06-19,Chair,0.16710446554859568,0.8966994205089444,1.0,3107,West,Medium,11,Furniture,0,2712
2825,2024-05-14,Tablet,0.17963224893917965,0.7727387251196774,0.1111111111111111,2601,North,High,13,Electronics,0,2158
2826,2024-07-09,Mouse,0.9593857344918165,0.6245905769715293,0.0,1734,East,Critical,9,Electronics,2289,0
2827,2024-10-27,Mouse,0.49605981006263894,0.3655832703451751,0.6111111111111112,2582,East,Low,17,Electronics,1024,0
2828,2024-03-17,Desk,0.47140836532632857,0.18820861678004536,0.2777777777777778,4309,West,Low,20,Furniture,1606,0
2829,2024-06-27,Desk,0.9993938169327137,0.7243638196019149,0.3333333333333333,1370,West,Low,9,Furniture,2091,0
2830,2024-03-06,Keyboard,0.022226712467165084,0.9178634416729655,0.05555555555555555,3073,East,Medium,25,Electronics,0,3513
2831,2024-02-10,Smartphone,0.952717720751667,0.6460065507684555,0.9444444444444444,3440,South,Low,15,Electronics,2171,0
2832,2024-11-01,Mouse,0.1600323297635886,0.6321491559586798,0.7777777777777778,2842,West,Medium,5,Electronics,0,1697
2833,2024-03-09,Monitor,0.9462517680339463,0.24313429075333837,0.7777777777777778,1605,South,High,2,Electronics,3738,0
2834,2023-12-27,Mouse,0.5340472822792484,0.4852607709750567,0.5,1109,North,Low,19,Electronics,737,0
2835,2024-05-06,Keyboard,0.6898363305718327,0.5134794658604183,0.8888888888888888,4463,North,High,14,Electronics,1396,0
2836,2024-01-28,Headphones,0.26449787835926447,0.5613504661123708,0.9444444444444444,1772,West,Critical,4,Electronics,0,899
2837,2024-03-06,Laptop,0.05981006263891695,0.036281179138321996,0.9444444444444444,3301,West,Critical,5,Electronics,172,0
2838,2024-12-03,Tablet,0.329157405536472,0.46611237087427565,0.7777777777777778,2830,East,High,24,Electronics,0,201
2839,2024-01-28,Smartphone,0.11477066073954334,0.8405139833711263,0.2777777777777778,2859,North,Critical,24,Electronics,0,2748
2840,2024-02-19,Chair,0.995554657506567,0.18493323255228017,0.4444444444444444,4623,West,Low,21,Furniture,4213,0
2841,2024-09-27,Chair,0.9506971105273793,0.618039808515999,0.5555555555555556,2827,East,Low,11,Furniture,2272,0
2842,2024-04-25,Chair,0.8306728632046878,0.7205845301083397,0.7777777777777778,1916,South,Medium,0,Furniture,1271,0
2843,2023-12-14,Desk,0.014346332592442917,0.7598891408415218,0.1111111111111111,3813,East,High,21,Furniture,0,2925
2844,2024-06-28,Chair,0.8819963629015963,0.7563618039808516,1.0,4168,North,High,9,Furniture,1383,0
2845,2024-06-21,Tablet,0.8854314002828855,0.9874023683547493,0.0,3585,East,Medium,2,Electronics,483,0
2846,2024-02-26,Laptop,0.013133966457870277,0.6376921138825901,0.8888888888888888,4175,East,Low,20,Electronics,0,2446
2847,2024-03-30,Chair,0.17761163871489188,0.63718820861678,0.5555555555555556,3662,West,High,4,Furniture,0,1630
2848,2024-05-06,Mouse,0.013538088502727823,0.8334593096497859,0.9444444444444444,3634,East,Medium,25,Electronics,0,3221
2849,2024-07-23,Mouse,0.24570620327338857,0.9060216679264298,0.5555555555555556,1596,North,High,14,Electronics,0,2360
2850,2024-01-31,Desk,0.6116387148918974,0.6011589821113631,0.3333333333333333,4567,East,High,3,Furniture,661,0
2851,2024-04-21,Tablet,0.6544756516467973,0.5832703451751071,0.0,2237,East,Medium,18,Electronics,944,0
2852,2024-09-19,Laptop,0.7031723580521317,0.5827664399092971,0.6111111111111112,3160,North,High,16,Electronics,1187,0
2853,2023-12-30,Smartphone,0.10244493837138816,0.1327790375409423,0.16666666666666666,2335,South,Critical,22,Electronics,0,0
2854,2023-12-28,Keyboard,0.7504546373004647,0.7969261778785588,0.3888888888888889,3616,South,Medium,28,Electronics,571,0
2855,2024-05-19,Laptop,0.5827439886845828,0.8362307886117409,0.7777777777777778,1954,North,Medium,7,Electronics,0,415
2856,2024-01-01,Keyboard,0.2273186502323702,0.7785336356764928,0.5555555555555556,3943,South,Critical,4,Electronics,0,1945
2857,2024-07-06,Headphones,0.17882400484946454,0.7354497354497355,0.3888888888888889,2124,East,High,23,Electronics,0,2014
2858,2024-06-08,Keyboard,0.5740553647201455,0.872008062484253,0.6111111111111112,1761,West,Critical,3,Electronics,0,600
2859,2024-05-11,Monitor,0.7833905839563549,0.35550516502897456,0.1111111111111111,4718,North,High,23,Electronics,2486,0
2860,2024-06-30,Mouse,0.984037179228127,0.7490551776266062,0.16666666666666666,1937,East,Low,18,Electronics,1917,0
2861,2024-03-19,Tablet,0.5102040816326531,0.9286974048878811,0.6111111111111112,3700,West,Critical,23,Electronics,0,1141
2862,2024-03-29,Printer,0.18690644574661547,0.2816830435878055,0.3888888888888889,3131,East,Critical,21,Electronics,0,173
2863,2024-08-31,Desk,0.8516872095372803,0.10808767951625095,0.5,1718,North,Critical,8,Furniture,3806,0
2864,2024-01-29,Monitor,0.391594261466963,0.7160493827160493,0.0,4813,East,Low,12,Electronics,0,884
2865,2024-03-25,Keyboard,0.7706607395433421,0.7528344671201814,0.6666666666666666,2953,North,High,20,Electronics,846,0
2866,2024-05-05,Chair,0.6793291574055365,0.9564121945074326,0.3333333333333333,3915,East,Low,16,Furniture,0,414
2867,2024-03-02,Tablet,0.926045665791069,0.2670697908793147,0.1111111111111111,1948,West,Critical,7,Electronics,3543,0
2868,2024-06-28,Monitor,0.6530612244897959,0.35676492819349964,0.8333333333333334,1301,West,Low,26,Electronics,1836,0
2869,2024-09-18,Desk,0.7565164679733279,0.4021164021164021,0.6111111111111112,4644,West,Critical,18,Furniture,2168,0
2870,2024-10-20,Mouse,0.7001414427157001,0.8470647518266566,0.2222222222222222,2240,South,Medium,10,Electronics,123,0
2871,2024-03-20,Tablet,0.08890684986866033,0.47795414462081126,0.9444444444444444,3615,East,High,20,Electronics,0,1437
2872,2023-12-30,Desk,0.729642351990301,0.5920886873267825,0.3888888888888889,3588,East,Critical,13,Furniture,1281,0
2873,2024-03-10,Headphones,0.09315013133966459,0.4482237339380197,0.6111111111111112,4694,West,Low,17,Electronics,0,1298
2874,2024-01-06,Headphones,0.1234592847039806,0.6167800453514739,0.1111111111111111,3139,North,Low,22,Electronics,0,1817
2875,2024-01-05,Desk,0.7013538088502728,0.7231040564373897,0.8333333333333334,3701,South,Low,4,Furniture,621,0
2876,2024-07-11,Monitor,0.6391190139422106,0.6024187452758881,0.5,2475,East,High,27,Electronics,792,0
2877,2023-12-27,Tablet,0.0010103051121438675,0.7331821617535903,0.8888888888888888,1613,East,Medium,22,Electronics,0,2885
2878,2024-03-28,Monitor,0.9650434431198222,0.13025951121189216,0.5,3118,South,High,11,Electronics,4279,0
2879,2024-12-09,Smartphone,0.8021822590422307,0.3527336860670194,0.1111111111111111,2548,South,Medium,15,Electronics,2590,0
2880,2024-03-30,Keyboard,0.5774904021014347,0.9798437893675989,0.05555555555555555,2424,West,Low,15,Electronics,0,1011
2881,2024-08-15,Smartphone,0.5265710244493838,0.041320231796422274,0.7222222222222222,1668,South,High,13,Electronics,2462,0
2882,2024-02-02,Headphones,0.019801980198019802,0.7770219198790628,0.4444444444444444,3128,West,Medium,6,Electronics,0,2966
2883,2024-02-29,Mouse,0.10608203677510608,0.5220458553791887,0.8888888888888888,4171,South,Low,20,Electronics,0,1527
2884,2024-10-03,Laptop,0.23843200646595272,0.9591836734693877,0.16666666666666666,3642,South,Low,20,Electronics,0,2607
2885,2024-09-16,Keyboard,0.34128106688219845,0.2887377173091459,0.7777777777777778,1217,East,High,8,Electronics,563,0
2886,2024-11-14,Headphones,0.22994544352394422,0.03224993701184178,0.6666666666666666,3931,West,Medium,2,Electronics,1030,0
2887,2024-08-03,Monitor,0.9074560517276218,0.7215923406399597,1.0,1748,South,Low,13,Electronics,1647,0
2888,2024-02-09,Monitor,0.983026874115983,0.41748551272360795,0.4444444444444444,1124,South,Low,23,Electronics,3228,0
2889,2024-01-11,Monitor,0.6205293998787634,0.9115646258503401,0.16666666666666666,1200,East,Low,0,Electronics,0,527
2890,2024-05-09,Mouse,0.59143261264902,0.2562358276643991,0.3888888888888889,4073,North,Critical,13,Electronics,1930,0
2891,2024-02-02,Smartphone,0.5641543746211356,0.14965986394557823,0.7777777777777778,3621,East,Medium,19,Electronics,2218,0
2892,2024-04-17,Laptop,0.9654475651646798,0.3356009070294785,0.7222222222222222,2043,West,Medium,27,Electronics,3466,0
2893,2023-12-23,Monitor,0.002828854314002829,0.6255983875031494,0.1111111111111111,4030,North,Critical,17,Electronics,0,2449
2894,2024-09-28,Printer,0.48797736916548795,0.04560342655580751,0.8888888888888888,1721,South,Low,2,Electronics,2254,0
2895,2024-01-06,Keyboard,0.5425338452212568,0.40589569160997735,0.3888888888888889,1951,West,Critical,26,Electronics,1094,0
2896,2024-06-12,Tablet,0.5859769650434431,0.670949861426052,0.7222222222222222,2881,North,Critical,5,Electronics,257,0
2897,2024-06-20,Printer,0.24974742372196404,0.1872008062484253,0.6666666666666666,3227,West,Critical,3,Electronics,513,0
2898,2024-11-30,Laptop,0.8284501919579713,0.46308893927941547,0.7777777777777778,2432,East,Medium,0,Electronics,2282,0
2899,2024-02-17,Mouse,0.6506364922206507,0.526581002771479,0.5555555555555556,2085,North,Low,20,Electronics,1150,0
2900,2024-10-21,Laptop,0.324712063043039,0.6175359032501889,0.7777777777777778,3320,North,Low,2,Electronics,0,824
2901,2024-05-29,Tablet,0.7199434229137199,0.49181153943058703,0.6111111111111112,3854,North,Medium,28,Electronics,1631,0
2902,2024-04-05,Keyboard,0.6661951909476662,0.15217939027462837,0.4444444444444444,2776,South,Medium,27,Electronics,2713,0
2903,2024-08-25,Tablet,0.5320266720549606,0.6810279667422524,0.7777777777777778,3810,East,Critical,17,Electronics,0,50
2904,2024-05-16,Desk,0.7860173772479289,0.4507432602670698,0.0,4081,North,Critical,19,Furniture,2121,0
2905,2024-10-10,Keyboard,0.8615881996362902,0.40639959687578736,0.6111111111111112,1698,West,High,28,Electronics,2671,0
2906,2024-08-08,Laptop,0.5673873509799959,0.06601158982111363,0.2777777777777778,3968,South,High,19,Electronics,2566,0
2907,2024-05-22,Monitor,0.15983026874115983,0.5333837238599143,0.0,1621,East,Medium,2,Electronics,0,1306
2908,2024-08-11,Laptop,0.2018589614063447,0.16628873771730915,1.0,3587,East,Critical,29,Electronics,359,0
2909,2024-03-15,Laptop,0.030511214386744798,0.3313177122700932,0.6666666666666666,1985,East,Medium,29,Electronics,0,1144
2910,2024-05-23,Keyboard,0.6189129116993332,0.8276643990929705,0.2777777777777778,1459,East,Critical,20,Electronics,0,202
2911,2024-10-05,Desk,0.9292786421499293,0.7354497354497355,0.8888888888888888,2084,South,Critical,20,Furniture,1700,0
2912,2024-10-23,Laptop,0.42250959789856535,0.20685311161501638,0.6666666666666666,4129,East,Medium,15,Electronics,1290,0
2913,2024-11-13,Printer,0.9292786421499293,0.5527840765936004,0.4444444444444444,1299,West,Medium,23,Electronics,2425,0
2914,2024-05-08,Headphones,0.8248130935542534,0.5220458553791887,0.3888888888888889,3544,West,Low,25,Electronics,2030,0
2915,2024-07-17,Chair,0.8134976762982421,0.3391282438901487,0.7777777777777778,4410,West,Low,6,Furniture,2700,0
2916,2024-11-23,Chair,0.6015356637704586,0.5086923658352229,0.9444444444444444,2275,North,High,26,Furniture,978,0
2917,2024-07-07,Laptop,0.17013538088502728,0.8012093726379441,0.05555555555555555,2430,East,Medium,8,Electronics,0,2318
2918,2024-09-16,Printer,0.8983633057183269,0.690350214159738,0.05555555555555555,2279,West,High,22,Electronics,1726,0
2919,2024-01-04,Monitor,0.7664174580723379,0.5789871504157218,0.5555555555555556,4452,East,Medium,1,Electronics,1515,0
2920,2024-09-07,Mouse,0.4182663164275611,0.63718820861678,0.0,4216,South,Medium,2,Electronics,0,439
2921,2024-11-13,Mouse,0.3352192362093352,0.6958931720836483,0.9444444444444444,3638,West,Medium,21,Electronics,0,1083
2922,2024-11-23,Keyboard,0.12063043038997777,0.2053413958175863,0.3333333333333333,3388,North,Low,0,Electronics,0,198
2923,2024-08-15,Chair,0.5077793493635078,0.17157974300831444,0.8888888888888888,2829,North,High,23,Furniture,1852,0
2924,2024-07-11,Laptop,0.8355223277429784,0.5598387503149408,0.8333333333333334,2821,South,Medium,22,Electronics,1933,0
2925,2024-10-13,Mouse,0.8628005657708628,0.8611740992693374,0.3333333333333333,3450,West,High,5,Electronics,872,0
2926,2024-02-26,Laptop,0.7280258638108709,0.30057949105568155,0.3333333333333333,3335,South,High,20,Electronics,2430,0
2927,2024-10-02,Keyboard,0.24570620327338857,0.0002519526329050139,0.05555555555555555,1988,North,Low,29,Electronics,1235,0
2928,2024-02-01,Chair,0.46292180238432007,0.9365079365079365,0.2222222222222222,1213,North,Low,14,Furniture,0,1406
2929,2024-08-11,Tablet,0.996362901596282,0.16074577979339885,0.7222222222222222,1531,East,Medium,25,Electronics,4313,0
2930,2024-06-07,Headphones,0.7700545564760558,0.9143361048122953,0.3888888888888889,3917,South,Critical,4,Electronics,202,0
2931,2024-03-20,Headphones,0.18811881188118812,0.6936255983875032,0.6111111111111112,3789,North,High,12,Electronics,0,1802
2932,2024-02-19,Mouse,0.43200646595271774,0.6069538926681783,0.3333333333333333,2599,West,Low,7,Electronics,0,251
2933,2024-07-08,Headphones,0.8086482117599515,0.9554043839758125,0.2777777777777778,4619,West,High,23,Electronics,230,0
2934,2024-03-30,Tablet,0.6017377247928875,0.8483245149911817,0.6666666666666666,2984,North,Critical,12,Electronics,0,369
2935,2024-06-05,Laptop,0.7864214992927864,0.6593600403124212,0.6111111111111112,3258,South,High,18,Electronics,1295,0
2936,2024-01-12,Keyboard,0.9284703980602141,0.14840010078105317,0.8888888888888888,3218,South,Medium,8,Electronics,4026,0
2937,2024-07-04,Tablet,0.589614063447161,0.050642479213907785,0.8333333333333334,1537,West,High,2,Electronics,2737,0
2938,2024-01-09,Keyboard,0.5180844615073752,0.25296044343663393,0.0,2286,North,Low,28,Electronics,1580,0
2939,2024-03-29,Keyboard,0.35623358254192766,0.3305618543713782,0.3333333333333333,3849,West,Medium,25,Electronics,471,0
2940,2024-04-09,Chair,0.43847241867043846,0.5102040816326531,0.1111111111111111,1675,South,Medium,13,Furniture,165,0
2941,2024-09-24,Laptop,0.06769044251363912,0.7893675988914084,0.2777777777777778,1389,North,Critical,23,Electronics,0,2778
2942,2024-07-05,Printer,0.2376237623762376,0.9002267573696145,0.1111111111111111,3468,West,Medium,6,Electronics,0,2377
2943,2024-04-10,Headphones,0.6104263487573247,0.45427059712774,0.1111111111111111,3109,North,Low,12,Electronics,1238,0
2944,2024-03-17,Printer,0.15720347544958577,0.03149407911312673,0.3888888888888889,3133,East,Critical,8,Electronics,673,0
2945,2024-01-15,Chair,0.2394423115780966,0.7656840513983371,0.7222222222222222,4060,West,Medium,10,Furniture,0,1834
2946,2024-08-05,Keyboard,0.6637704586785209,0.528092718568909,0.4444444444444444,2608,West,Critical,8,Electronics,1209,0
2947,2024-09-11,Mouse,0.6965043443119823,0.9249181153943059,0.2222222222222222,3538,East,High,10,Electronics,0,204
2948,2024-12-08,Headphones,0.806425540513235,0.2128999748047367,0.7777777777777778,3943,South,Medium,13,Electronics,3166,0
2949,2024-04-30,Headphones,0.4990907253990705,0.4525069286974049,0.8888888888888888,3107,West,Low,14,Electronics,694,0
2950,2024-08-19,Laptop,0.18953323903818953,0.04484756865709247,0.5,3524,West,Low,16,Electronics,780,0
2951,2024-04-10,Desk,0.9898969488785613,0.40413202317964225,0.3888888888888889,1319,South,Medium,0,Furniture,3315,0
2952,2024-08-23,Smartphone,0.8094564558496666,0.47921390778533635,0.9444444444444444,1689,North,High,2,Electronics,2124,0
2953,2024-10-23,Smartphone,0.3909880783996767,0.12396069538926682,0.2777777777777778,3099,East,Critical,22,Electronics,1463,0
2954,2024-03-05,Smartphone,0.1279046271974136,0.8828420256991686,0.8888888888888888,1656,South,Low,2,Electronics,0,2851
2955,2024-05-17,Desk,0.2531824611032532,0.6598639455782312,0.16666666666666666,1827,North,Low,2,Furniture,0,1346
2956,2024-06-25,Laptop,0.2186300262679329,0.5918367346938775,0.7777777777777778,2100,East,Critical,3,Electronics,0,1247
2957,2024-04-11,Desk,0.4330167710648616,0.24263038548752835,0.5,1118,North,Critical,23,Furniture,1200,0
2958,2024-10-26,Smartphone,0.2596484138209739,0.9654824892920131,0.6666666666666666,3768,West,Low,29,Electronics,0,2527
2959,2023-12-21,Chair,0.07132754091735705,0.765180146132527,0.0,2205,East,Critical,16,Furniture,0,2664
2960,2024-05-08,Tablet,0.38088502727823803,0.30032753842277654,0.4444444444444444,1505,North,Medium,19,Electronics,713,0
2961,2024-03-03,Keyboard,0.3673469387755102,0.7619047619047619,0.2222222222222222,4721,East,Low,3,Electronics,0,1186
2962,2024-07-09,Desk,0.5091937765205092,0.5003779289493575,0.5555555555555556,3684,North,Low,12,Furniture,554,0
2963,2024-05-21,Laptop,0.8098605778945241,0.06752330561854371,0.16666666666666666,3200,North,Low,23,Electronics,3760,0
2964,2024-08-03,Laptop,0.6106284097797535,0.3494583018392542,0.8333333333333334,2041,West,Medium,6,Electronics,1655,0
2965,2024-08-01,Printer,0.5221256819559507,0.15696649029982362,0.9444444444444444,4135,South,Low,3,Electronics,1981,0
2966,2024-07-02,Tablet,0.3125884016973126,0.5409423028470648,0.3888888888888889,1496,East,Critical,27,Electronics,0,580
2967,2024-05-31,Mouse,0.8118811881188119,0.5699168556311414,0.05555555555555555,2771,West,Low,7,Electronics,1776,0
2968,2024-12-09,Headphones,0.8494645382905638,0.673217435122197,0.8888888888888888,1078,East,Medium,10,Electronics,1552,0
2969,2024-04-28,Smartphone,0.2764194786825621,0.5401864449483497,0.5,1058,South,Medium,18,Electronics,0,756
2970,2024-06-05,Mouse,0.6742776318448171,0.20609725371630133,0.6666666666666666,2434,West,High,25,Electronics,2539,0
2971,2024-01-16,Printer,0.355021216407355,0.6744771982867221,0.7777777777777778,3810,South,Low,29,Electronics,0,900
2972,2024-02-22,Smartphone,0.30652657102444936,0.1378180901990426,0.4444444444444444,3873,West,Medium,6,Electronics,990,0
2973,2024-03-17,Tablet,0.9935340472822792,0.08465608465608465,0.3888888888888889,4132,West,High,8,Electronics,4601,0
2974,2024-11-05,Printer,0.7039806021418469,0.09019904257999496,0.2777777777777778,4538,West,Low,21,Electronics,3146,0
2975,2024-03-01,Smartphone,0.7445948676500304,0.8468127991937515,0.16666666666666666,2653,West,Medium,3,Electronics,344,0
2976,2024-07-30,Tablet,0.6166902404526167,0.35752078609221466,0.9444444444444444,4150,North,Medium,3,Electronics,1653,0
2977,2024-04-01,Monitor,0.5447565164679733,0.48475686570924664,0.1111111111111111,2772,East,Low,0,Electronics,792,0
2978,2024-03-13,Mouse,0.03839159426146696,0.2053413958175863,0.16666666666666666,2862,North,Low,5,Electronics,0,605
2979,2024-05-01,Mouse,0.1883208729036169,0.09045099521289998,0.6666666666666666,2706,North,High,2,Electronics,593,0
2980,2024-09-21,Headphones,0.8561325520307133,0.7714789619551524,0.5555555555555556,2511,North,Low,2,Electronics,1195,0
2981,2024-02-04,Tablet,0.6542735906243685,0.0871756109851348,0.3888888888888889,1243,West,Low,0,Electronics,2912,0
2982,2024-04-10,Desk,0.4475651646797333,0.2889896699420509,0.7222222222222222,3255,West,Critical,6,Furniture,1088,0
2983,2024-01-25,Monitor,0.11416447767225703,0.13882590073066264,0.7222222222222222,3903,South,Low,8,Electronics,34,0
2984,2024-04-04,Chair,0.22913719943422914,0.9382716049382716,0.8333333333333334,2110,East,Medium,2,Furniture,0,2570
2985,2024-08-04,Smartphone,0.1501313396645787,0.6512975560594608,0.7222222222222222,2674,South,High,22,Electronics,0,1822
2986,2024-08-26,Monitor,0.13578500707213578,0.6805240614764424,0.0,3647,South,High,24,Electronics,0,2009
2987,2023-12-26,Tablet,0.5881996362901596,0.47543461829176115,0.05555555555555555,3692,East,High,14,Electronics,1044,0
2988,2024-11-28,Keyboard,0.10709234188724995,0.48626858150667673,0.0,2977,East,Medium,29,Electronics,0,1380
2989,2024-07-01,Smartphone,0.6104263487573247,0.10607205845301083,0.5555555555555556,1038,South,Low,2,Electronics,2620,0
2990,2024-01-19,Laptop,0.11335623358254193,0.08440413202317965,0.2777777777777778,4247,South,Medium,24,Electronics,246,0
2991,2024-09-17,Mouse,0.06082036775106082,0.3844797178130511,0.7777777777777778,3525,South,Critical,10,Electronics,0,1205
2992,2024-05-22,Tablet,0.7611638714891897,0.014109347442680775,0.6111111111111112,2615,West,High,17,Electronics,3731,0
2993,2024-02-25,Laptop,0.8648211759951505,0.42454018644494834,0.2222222222222222,1019,East,Low,2,Electronics,2615,0
2994,2024-03-08,Headphones,0.10284906041624571,0.7719828672209624,0.6111111111111112,1220,East,Low,26,Electronics,0,2535
2995,2024-02-10,Printer,0.6961002222671246,0.9952128999748048,0.7222222222222222,2872,North,High,19,Electronics,0,485
2996,2024-06-05,Chair,0.445140432410588,0.745527840765936,0.7222222222222222,3322,West,Critical,29,Furniture,0,736
2997,2024-05-11,Chair,0.572640937563144,0.6963970773494583,1.0,4771,West,Critical,6,Furniture,90,0
2998,2024-11-06,Laptop,0.16043645180844615,0.7928949357520786,0.2222222222222222,4225,East,Low,26,Electronics,0,2333
2999,2024-10-04,Mouse,0.5009092746009295,0.891156462585034,0.1111111111111111,3510,West,Medium,8,Electronics,0,1038
3000,2024-03-06,Headphones,0.307738937159022,0.5875535399344923,0.9444444444444444,4480,South,High,28,Electronics,0,789
3001,2024-12-02,Keyboard,0.981208324914124,0.18165784832451498,0.2777777777777778,4726,East,Medium,16,Electronics,4155,0
3002,2024-10-01,Mouse,0.44332188320872906,0.09700176366843033,0.4444444444444444,1250,East,Low,27,Electronics,1829,0
3003,2024-01-25,Monitor,0.5108102646999394,0.23910304862685816,0.3333333333333333,1211,West,High,8,Electronics,1599,0
3004,2024-09-24,Chair,0.0876944837340877,0.7097505668934241,0.9444444444444444,4549,East,Critical,9,Furniture,0,2363
3005,2024-03-19,Monitor,0.41180036370984036,0.8390022675736961,0.05555555555555555,4732,West,Critical,12,Electronics,0,1272
3006,2024-01-29,Smartphone,0.3447161042634876,0.3779289493575208,0.5,3734,West,Critical,4,Electronics,226,0
3007,2024-06-10,Desk,0.013740149525156597,0.4331065759637188,0.6111111111111112,1418,West,Low,13,Furniture,0,1631
3008,2024-06-08,Tablet,0.38472418670438474,0.727387251196775,0.05555555555555555,2195,South,Critical,3,Electronics,0,963
3009,2024-05-14,Headphones,0.7999595877955142,0.5185185185185185,0.6666666666666666,1506,West,High,13,Electronics,1921,0
3010,2023-12-31,Mouse,0.5962820771873105,0.7606449987402368,0.3888888888888889,1645,West,High,28,Electronics,0,48
3011,2024-06-14,Chair,0.939381693271368,0.6850592088687327,0.3333333333333333,2651,North,High,10,Furniture,1950,0
3012,2024-01-28,Monitor,0.5481915538492624,0.06525573192239859,0.1111111111111111,1868,North,High,27,Electronics,2474,0
3013,2024-11-01,Printer,0.6807435845625379,0.09876543209876543,0.3888888888888889,4274,South,Critical,21,Electronics,2997,0
3014,2024-05-17,Smartphone,0.9284703980602141,0.1509196271101033,0.0,4990,South,High,9,Electronics,4016,0
3015,2024-03-31,Tablet,0.7530814305920388,0.8667170571932477,0.7777777777777778,1491,West,Low,4,Electronics,307,0
3016,2024-10-19,Tablet,0.48575469791877146,0.8201058201058201,0.0,3342,North,High,20,Electronics,0,831
3017,2024-03-14,Mouse,0.6718528995756718,0.2617787855883094,0.6111111111111112,3504,South,Critical,11,Electronics,2306,0
3018,2024-01-06,Headphones,0.7165083855324308,0.19022423784328546,0.5555555555555556,2169,East,Critical,20,Electronics,2811,0
3019,2023-12-23,Keyboard,0.46534653465346537,0.9012345679012346,0.8333333333333334,2261,East,Medium,14,Electronics,0,1254
3020,2024-01-27,Printer,0.7437866235603152,0.7954144620811288,0.16666666666666666,1739,West,High,23,Electronics,544,0
3021,2024-06-28,Mouse,0.6508385532430794,0.6948853615520282,0.05555555555555555,2790,North,Critical,12,Electronics,483,0
3022,2024-12-09,Monitor,0.8838149121034552,0.7762660619803476,0.1111111111111111,1423,East,Medium,25,Electronics,1313,0
3023,2024-05-13,Desk,0.2186300262679329,0.11992945326278659,0.16666666666666666,4055,North,Low,7,Furniture,626,0
3024,2024-07-04,Laptop,0.0899171549808042,0.29906777525825146,0.9444444444444444,1291,South,High,25,Electronics,0,722
3025,2024-08-12,Keyboard,0.996362901596282,0.5217939027462837,0.6111111111111112,3203,North,Critical,3,Electronics,2880,0
3026,2024-05-20,Headphones,0.9799959587795515,0.40287226001511717,0.0,2983,West,Critical,12,Electronics,3271,0
3027,2024-03-20,Smartphone,0.3216811477066074,0.5943562610229277,0.1111111111111111,4922,North,High,29,Electronics,0,747
3028,2024-03-05,Keyboard,0.5607193372398465,0.8337112622826909,0.16666666666666666,3397,East,Medium,14,Electronics,0,514
3029,2024-06-17,Chair,0.7710648615881996,0.6321491559586798,0.2777777777777778,4513,North,High,8,Furniture,1327,0
3030,2024-11-02,Headphones,0.6168923014750455,0.890148652053414,0.8888888888888888,2957,North,Low,23,Electronics,0,460
3031,2024-04-09,Desk,0.32127702566174987,0.9896699420508944,0.3888888888888889,1242,North,Low,27,Furniture,0,2318
3032,2024-06-22,Chair,0.45079814103859367,0.31771227009322245,0.9444444444444444,2230,South,High,5,Furniture,990,0
3033,2024-10-26,Keyboard,0.31541725601131543,0.5212899974804737,0.8333333333333334,4499,West,Medium,17,Electronics,0,488
3034,2024-04-04,Laptop,0.8632046878157204,0.5610985134794658,0.2777777777777778,2789,East,Low,8,Electronics,2065,0
3035,2024-06-23,Laptop,0.7367144877753081,0.4638447971781305,1.0,4019,East,High,21,Electronics,1825,0
3036,2024-08-04,Desk,0.9985855728429985,0.3985890652557319,0.3888888888888889,3305,North,Medium,23,Furniture,3380,0
3037,2024-02-22,Tablet,0.6542735906243685,0.7150415721844293,0.16666666666666666,1584,North,Medium,5,Electronics,420,0
3038,2024-10-12,Printer,0.3232976358860376,0.4431846812799194,0.4444444444444444,3082,South,Critical,20,Electronics,0,139
3039,2024-05-28,Smartphone,0.4154374621135583,0.1836734693877551,0.3888888888888889,4200,West,Low,6,Electronics,1347,0
3040,2024-03-18,Tablet,0.8751262881390179,0.8994708994708994,1.0,3477,East,High,11,Electronics,781,0
3041,2024-01-16,Laptop,0.1432612649020004,0.37742504409171074,0.0,4771,West,Low,3,Electronics,0,769
3042,2024-09-26,Laptop,0.600323297635886,0.18846056941295036,0.16666666666666666,2342,East,Medium,25,Electronics,2243,0
3043,2024-06-11,Monitor,0.5520307132754092,0.18014613252708492,0.5,1094,North,Critical,10,Electronics,2037,0
