OrderID,OrderDate,Product,Revenue,Cost,Quantity,CustomerID,Region,OrderPriority,Discount,Category,Profit
1068,2024-09-04,Headphones,52,1248,11,3735,South,Medium,17,Electronics,-1196
1069,2024-11-19,Laptop,1101,1047,4,2021,South,Critical,15,Electronics,54
1070,2024-07-20,Desk,1454,3730,19,3627,North,Low,25,Furniture,-2276
1071,2024-05-19,Mouse,206,3465,13,1250,North,Critical,9,Electronics,-3259
1072,2024-07-09,Laptop,1987,461,1,3450,South,Critical,5,Electronics,1526
1073,2024-10-05,Desk,560,3170,19,2765,South,High,13,Furniture,-2610
1074,2024-10-12,Monitor,3454,3559,15,3968,North,High,1,Electronics,-105
1075,2023-12-20,Monitor,4832,2617,15,3247,North,High,28,Electronics,2215
1076,2024-02-27,Keyboard,1187,2412,11,2169,North,Medium,26,Electronics,-1225
1077,2023-12-14,Laptop,3964,2603,5,2074,North,High,8,Electronics,1361
1078,2024-11-09,Headphones,3371,2635,10,3961,West,Medium,27,Electronics,736
1079,2024-06-22,Laptop,4716,938,18,4439,North,High,12,Electronics,3778
1080,2024-01-29,Headphones,764,3117,7,4769,East,Low,20,Electronics,-2353
1081,2024-06-05,Tablet,2336,2043,1,3367,East,High,22,Electronics,293
1082,2024-11-22,Keyboard,2704,3557,3,1198,East,Medium,19,Electronics,-853
1083,2024-07-22,Tablet,1040,2587,1,2464,North,Medium,11,Electronics,-1547
1084,2024-05-11,Laptop,4479,238,17,3192,South,Critical,1,Electronics,4241
1085,2024-04-27,Keyboard,2210,3259,15,2082,South,High,2,Electronics,-1049
1086,2024-08-05,Tablet,4507,3438,5,2730,West,Medium,12,Electronics,1069
1087,2024-06-25,Smartphone,2194,3840,16,3190,North,Critical,20,Electronics,-1646
1088,2024-07-31,Laptop,2113,2014,12,4294,East,Low,0,Electronics,99
1089,2024-01-07,Tablet,2653,3342,19,2123,South,Medium,27,Electronics,-689
1090,2024-06-05,Smartphone,2027,87,14,4097,North,High,19,Electronics,1940
1091,2024-08-13,Smartphone,425,2037,3,4503,East,Low,28,Electronics,-1612
1092,2024-08-09,Monitor,791,2893,19,1525,East,Medium,3,Electronics,-2102
1093,2024-08-21,Laptop,4535,3406,1,3169,East,High,17,Electronics,1129
1094,2024-07-06,Smartphone,2717,1398,1,2488,East,Medium,24,Electronics,1319
1095,2024-09-10,Monitor,1290,3743,10,1264,East,High,12,Electronics,-2453
1096,2024-02-28,Tablet,3520,3830,3,4078,West,Critical,5,Electronics,-310
1097,2024-07-08,Desk,4969,1067,13,3029,East,Medium,24,Furniture,3902
1098,2024-02-28,Laptop,2417,1412,6,3778,West,Medium,5,Electronics,1005
1099,2024-08-31,Keyboard,2293,406,11,2243,East,Low,14,Electronics,1887
1100,2024-02-12,Headphones,3599,2320,6,4766,East,Critical,17,Electronics,1279
1101,2024-02-15,Headphones,467,1022,3,1395,East,Low,16,Electronics,-555
1102,2024-05-08,Tablet,656,3246,16,3960,East,Medium,13,Electronics,-2590
1103,2024-03-16,Printer,617,2968,9,2480,West,Critical,3,Electronics,-2351
1104,2023-12-27,Printer,593,444,8,1107,North,High,28,Electronics,149
1105,2024-08-16,Tablet,933,423,3,4563,South,Critical,0,Electronics,510
1106,2023-12-23,Smartphone,4848,3939,5,4975,West,Critical,7,Electronics,909
1107,2024-12-11,Laptop,1273,3716,14,3906,West,High,10,Electronics,-2443
1108,2024-07-07,Headphones,2943,758,5,1635,West,Medium,12,Electronics,2185
1109,2024-07-22,Headphones,2118,387,19,4753,North,Medium,16,Electronics,1731
1110,2024-12-11,Smartphone,3759,1629,5,2483,South,Low,20,Electronics,2130
1111,2024-02-20,Headphones,1836,1211,2,1932,North,Medium,13,Electronics,625
1112,2024-09-30,Keyboard,1507,2751,7,2939,South,Medium,24,Electronics,-1244
1113,2024-04-30,Laptop,1964,2095,1,3816,South,High,16,Electronics,-131
1114,2024-02-23,Mouse,127,2805,18,4080,South,Low,19,Electronics,-2678
1115,2024-09-30,Headphones,3663,3932,10,4438,North,Critical,23,Electronics,-269
1116,2024-01-24,Tablet,1358,2638,6,4863,South,Low,23,Electronics,-1280
1117,2024-03-15,Keyboard,697,1621,7,4196,East,Medium,0,Electronics,-924
1118,2024-02-17,Headphones,2237,3448,12,2185,West,Low,7,Electronics,-1211
1119,2024-11-09,Keyboard,602,3159,18,1035,South,Critical,26,Electronics,-2557
1120,2024-10-13,Monitor,331,184,11,4075,West,High,27,Electronics,147
1121,2024-09-20,Mouse,1331,1620,19,1412,North,Medium,18,Electronics,-289
1122,2024-07-10,Chair,1896,3588,4,4158,North,Medium,29,Furniture,-1692
1123,2024-08-20,Tablet,2537,3954,19,1482,East,Critical,10,Electronics,-1417
1124,2024-11-29,Tablet,2843,1584,13,3959,South,High,22,Electronics,1259
1125,2024-02-13,Laptop,3761,516,19,4847,West,Low,9,Electronics,3245
1126,2024-01-08,Keyboard,4249,2228,2,1602,West,Critical,26,Electronics,2021
1127,2024-08-21,Smartphone,4911,1412,9,4878,West,Low,0,Electronics,3499
1128,2023-12-31,Tablet,2826,2445,8,2081,North,High,4,Electronics,381
1129,2024-03-26,Keyboard,1646,3721,14,2163,South,High,15,Electronics,-2075
1130,2024-07-14,Keyboard,529,1100,9,1171,East,High,19,Electronics,-571
1131,2024-03-11,Desk,3362,2284,13,1259,East,High,19,Furniture,1078
1132,2024-03-29,Desk,3268,3976,18,4566,North,Low,27,Furniture,-708
1133,2024-03-22,Chair,2013,2527,6,1024,South,Critical,4,Furniture,-514
1134,2024-11-18,Monitor,2192,1536,3,1197,East,Critical,15,Electronics,656
1135,2024-12-12,Chair,3948,1905,10,3626,East,Low,2,Furniture,2043
1136,2024-08-31,Headphones,2122,953,10,1422,North,High,29,Electronics,1169
1137,2024-03-16,Smartphone,1345,3741,10,2141,West,High,22,Electronics,-2396
1138,2024-11-02,Headphones,988,2774,9,3839,East,Medium,1,Electronics,-1786
1139,2024-03-13,Printer,811,2647,12,3053,North,Medium,16,Electronics,-1836
1140,2024-09-27,Headphones,4799,2220,8,2120,East,Low,21,Electronics,2579
1141,2024-03-27,Laptop,1719,3501,9,1071,East,Critical,27,Electronics,-1782
1142,2024-04-29,Headphones,3912,3198,17,3976,North,Medium,0,Electronics,714
1143,2024-11-01,Chair,2735,1100,8,1431,North,Medium,15,Furniture,1635
1144,2023-12-30,Tablet,3949,220,18,4010,South,Critical,26,Electronics,3729
1145,2024-02-14,Tablet,1981,169,17,1379,East,Medium,22,Electronics,1812
1146,2024-11-13,Desk,3989,644,6,2793,West,Critical,23,Furniture,3345
1147,2024-11-06,Smartphone,1176,3332,10,3597,West,Low,29,Electronics,-2156
1148,2023-12-30,Smartphone,3347,3441,1,1807,South,Medium,1,Electronics,-94
1149,2024-08-29,Laptop,4720,3002,1,1055,South,High,19,Electronics,1718
1150,2023-12-28,Chair,1253,1544,9,3662,North,Low,6,Furniture,-291
1151,2024-11-02,Desk,4185,3150,3,2126,West,Medium,10,Furniture,1035
1152,2024-09-21,Printer,3822,653,6,3263,East,Critical,5,Electronics,3169
1153,2024-04-18,Smartphone,569,3554,7,1020,North,Low,1,Electronics,-2985
1154,2024-01-13,Tablet,2333,1369,9,4698,East,Medium,13,Electronics,964
1155,2024-02-12,Headphones,4608,1375,5,3257,West,Low,3,Electronics,3233
1156,2024-12-04,Headphones,532,116,16,1290,North,High,18,Electronics,416
1157,2024-11-26,Desk,2527,1947,2,3762,East,Medium,24,Furniture,580
1158,2024-12-08,Chair,3143,3575,3,2994,South,Medium,21,Furniture,-432
1159,2024-08-02,Chair,392,311,3,1834,East,Critical,28,Furniture,81
1160,2024-03-20,Monitor,1512,3940,10,1187,East,Low,27,Electronics,-2428
1161,2024-09-16,Mouse,1252,2841,3,2174,North,High,1,Electronics,-1589
1162,2024-08-28,Smartphone,1671,1127,15,2984,West,Critical,1,Electronics,544
1163,2024-04-22,Chair,2448,482,14,3238,East,Medium,12,Furniture,1966
1164,2024-05-15,Tablet,3646,76,4,3454,East,Critical,12,Electronics,3570
1165,2024-06-26,Desk,3585,1641,10,1213,East,Critical,2,Furniture,1944
1166,2024-06-02,Printer,2927,3197,11,2914,East,High,20,Electronics,-270
1167,2024-02-10,Monitor,2440,3015,11,3601,South,Medium,27,Electronics,-575
1168,2024-09-26,Keyboard,3401,2108,8,2501,West,High,5,Electronics,1293
1169,2024-06-06,Laptop,2963,2611,9,4007,West,Medium,20,Electronics,352
1170,2024-07-16,Printer,1239,2094,8,4265,North,Low,27,Electronics,-855
1171,2024-03-10,Keyboard,2390,3313,12,4321,East,Low,16,Electronics,-923
1172,2024-05-30,Headphones,3630,1713,17,1592,North,High,28,Electronics,1917
1173,2024-02-23,Laptop,1653,1288,15,1040,South,Critical,0,Electronics,365
1174,2024-07-10,Smartphone,3347,421,19,3417,South,Medium,6,Electronics,2926
1175,2024-08-16,Tablet,647,3084,6,1019,East,Medium,29,Electronics,-2437
1176,2024-05-13,Laptop,694,383,5,2032,North,High,25,Electronics,311
1177,2024-07-21,Mouse,4593,334,8,1824,North,Critical,29,Electronics,4259
1178,2024-05-01,Keyboard,2952,1652,18,2659,West,Critical,6,Electronics,1300
1179,2024-06-26,Smartphone,813,1603,15,4274,North,Medium,12,Electronics,-790
1180,2024-10-16,Mouse,4880,3666,3,2936,South,Low,25,Electronics,1214
1181,2024-04-10,Headphones,1692,1593,14,4661,South,Medium,21,Electronics,99
1182,2024-07-01,Mouse,2347,1642,15,4793,East,Low,8,Electronics,705
1183,2024-03-18,Monitor,4746,1978,13,3065,North,High,17,Electronics,2768
1184,2024-08-23,Monitor,2222,2586,9,1747,North,Critical,0,Electronics,-364
1185,2024-05-30,Desk,2210,741,17,3366,South,Medium,10,Furniture,1469
1186,2024-05-21,Printer,3799,1448,19,4783,East,High,21,Electronics,2351
1187,2024-03-28,Printer,2972,3532,4,3908,West,Critical,21,Electronics,-560
1188,2024-08-10,Smartphone,629,2762,10,1967,West,Low,24,Electronics,-2133
1189,2024-09-11,Headphones,3854,815,3,4353,East,High,10,Electronics,3039
1190,2024-01-21,Chair,4928,3663,19,4547,East,High,9,Furniture,1265
1191,2024-01-15,Monitor,2418,886,9,1251,West,Medium,16,Electronics,1532
1192,2024-02-14,Smartphone,3982,206,5,1339,South,High,26,Electronics,3776
1193,2024-09-09,Chair,4677,1459,14,3798,North,High,16,Furniture,3218
1194,2024-04-07,Printer,3410,2378,7,4015,West,Medium,11,Electronics,1032
1195,2024-06-14,Desk,4757,2522,6,3509,East,High,29,Furniture,2235
1196,2024-10-09,Mouse,1150,3840,8,2804,East,Low,27,Electronics,-2690
1197,2024-05-05,Monitor,1720,3228,2,3678,North,Medium,9,Electronics,-1508
1198,2024-12-03,Smartphone,2270,3450,14,3023,East,Low,11,Electronics,-1180
1199,2024-05-14,Laptop,266,2098,7,1400,South,Medium,5,Electronics,-1832
1200,2024-04-01,Chair,425,3093,3,3418,East,Critical,20,Furniture,-2668
1201,2024-09-15,Mouse,1659,740,6,3329,North,High,26,Electronics,919
1202,2024-01-11,Monitor,4156,2778,14,3437,West,Critical,5,Electronics,1378
1203,2024-08-27,Printer,3889,1897,12,1336,South,Low,5,Electronics,1992
1204,2024-02-09,Headphones,2989,3521,18,2923,East,Critical,28,Electronics,-532
1205,2024-08-19,Chair,4112,181,12,2368,North,Low,19,Furniture,3931
1206,2023-12-17,Printer,1663,3261,7,4590,West,Critical,25,Electronics,-1598
1207,2024-07-06,Monitor,3729,2936,5,3320,West,Low,7,Electronics,793
1208,2024-02-08,Chair,4963,3581,12,4324,North,High,4,Furniture,1382
1209,2024-12-12,Mouse,1346,1496,9,4067,West,Critical,5,Electronics,-150
1210,2024-10-08,Monitor,4046,125,11,2877,West,Low,1,Electronics,3921
1211,2024-10-15,Keyboard,4836,3453,4,3687,West,Low,16,Electronics,1383
1212,2024-03-22,Smartphone,1205,1128,14,2397,West,Critical,7,Electronics,77
1213,2023-12-28,Mouse,4929,2955,12,4675,North,Critical,21,Electronics,1974
1214,2024-09-07,Chair,2416,3695,18,3865,North,Critical,28,Furniture,-1279
1215,2024-10-11,Headphones,2941,669,7,2919,East,High,8,Electronics,2272
1216,2024-03-28,Printer,2022,3460,1,1005,East,High,20,Electronics,-1438
1217,2024-01-23,Laptop,834,1186,13,2437,South,High,7,Electronics,-352
1218,2024-03-11,Printer,4542,2477,16,1585,West,Critical,22,Electronics,2065
1219,2024-02-14,Chair,1131,3240,5,2521,West,Low,10,Furniture,-2109
1220,2024-03-07,Printer,2083,2323,19,2079,South,Low,9,Electronics,-240
1221,2024-11-24,Smartphone,1664,3392,9,4878,North,Low,16,Electronics,-1728
1222,2024-02-19,Monitor,4605,141,9,4469,North,Medium,22,Electronics,4464
1223,2024-08-04,Laptop,2466,3816,12,1821,South,Critical,19,Electronics,-1350
1224,2024-12-08,Tablet,4691,1223,18,1237,East,Low,12,Electronics,3468
1225,2024-01-01,Chair,3703,1652,10,3537,East,Critical,21,Furniture,2051
1226,2024-11-03,Desk,546,3732,17,4093,West,Critical,8,Furniture,-3186
1227,2024-03-09,Tablet,554,1663,19,3488,East,Low,14,Electronics,-1109
1228,2024-12-09,Printer,3436,3341,11,4112,North,Critical,12,Electronics,95
1229,2024-02-15,Chair,2258,3438,16,1857,South,Medium,12,Furniture,-1180
1230,2024-09-28,Keyboard,4863,1191,8,4849,South,Medium,12,Electronics,3672
1231,2024-09-02,Desk,3266,1647,15,3305,South,Low,24,Furniture,1619
1232,2024-03-22,Laptop,3716,1289,11,4522,East,Critical,24,Electronics,2427
1233,2024-03-09,Headphones,1458,1701,7,3095,South,Medium,20,Electronics,-243
1234,2024-08-31,Keyboard,4414,2871,2,4881,South,Low,3,Electronics,1543
1235,2024-12-12,Tablet,4127,3104,19,3550,East,High,21,Electronics,1023
1236,2024-06-22,Monitor,1527,1624,9,3186,North,High,9,Electronics,-97
1237,2024-05-22,Smartphone,2447,2193,18,2225,West,High,14,Electronics,254
1238,2024-08-20,Headphones,159,1525,13,4723,North,High,20,Electronics,-1366
1239,2024-10-27,Keyboard,3604,3232,1,3556,East,Medium,27,Electronics,372
1240,2024-05-19,Monitor,699,3011,19,1653,South,Low,9,Electronics,-2312
1241,2024-09-20,Monitor,1549,3999,13,4357,West,Medium,20,Electronics,-2450
1242,2023-12-13,Chair,645,3584,14,4304,North,High,7,Furniture,-2939
1243,2023-12-30,Keyboard,1028,3502,17,2339,West,Critical,9,Electronics,-2474
1244,2024-05-29,Laptop,780,1254,1,1460,North,High,20,Electronics,-474
1245,2024-05-31,Printer,106,321,5,3717,North,Critical,16,Electronics,-215
1246,2024-06-13,Desk,2293,2419,14,4621,East,Low,4,Furniture,-126
1247,2024-02-02,Desk,1751,1044,18,4658,North,Medium,12,Furniture,707
1248,2024-12-08,Tablet,1336,1663,13,4392,South,Critical,20,Electronics,-327
1249,2024-03-07,Tablet,161,1269,12,2198,East,High,20,Electronics,-1108
1250,2023-12-24,Desk,4856,1689,15,2062,West,Medium,27,Furniture,3167
1251,2024-02-08,Laptop,1251,614,4,3026,East,Critical,18,Electronics,637
1252,2024-05-03,Smartphone,997,3467,9,1432,North,Low,11,Electronics,-2470
1253,2024-09-10,Mouse,4171,1943,3,3532,West,Critical,11,Electronics,2228
1254,2024-04-24,Printer,807,2056,11,2608,South,Critical,24,Electronics,-1249
1255,2024-04-19,Smartphone,3438,3743,15,2081,East,Low,20,Electronics,-305
1256,2024-09-21,Chair,1891,1522,16,3543,North,Medium,27,Furniture,369
1257,2024-01-27,Mouse,3585,3519,7,3922,West,Low,1,Electronics,66
1258,2024-08-21,Mouse,2343,56,7,3009,South,Medium,20,Electronics,2287
1259,2024-05-27,Keyboard,1154,1730,9,3648,South,Medium,8,Electronics,-576
1260,2024-04-10,Laptop,711,484,17,2808,East,Medium,29,Electronics,227
1261,2024-11-30,Laptop,958,947,13,2157,West,Critical,23,Electronics,11
1262,2024-10-04,Mouse,4667,2657,9,1654,North,High,21,Electronics,2010
1263,2024-02-23,Keyboard,1906,43,9,2532,West,High,24,Electronics,1863
1264,2024-07-29,Printer,2361,2175,12,2986,South,Critical,22,Electronics,186
1265,2024-09-13,Mouse,839,308,19,3654,West,Medium,1,Electronics,531
1266,2024-11-29,Headphones,221,1993,15,1155,East,Low,29,Electronics,-1772
1267,2024-06-15,Tablet,4410,519,18,1200,West,Low,0,Electronics,3891
1268,2024-01-09,Tablet,2036,1014,8,4069,West,High,13,Electronics,1022
1269,2024-09-07,Smartphone,1935,990,6,2963,East,Medium,12,Electronics,945
1270,2024-02-16,Chair,525,3984,6,1498,West,Critical,2,Furniture,-3459
1271,2024-06-28,Tablet,1099,1812,3,2425,East,Critical,26,Electronics,-713
1272,2024-03-09,Monitor,4179,2701,3,4567,East,High,19,Electronics,1478
1273,2024-09-25,Smartphone,2361,2284,2,3535,East,Medium,24,Electronics,77
1274,2024-08-11,Tablet,1211,1917,5,3207,South,Low,4,Electronics,-706
1275,2024-11-08,Chair,865,1899,12,2234,West,Low,1,Furniture,-1034
1276,2024-10-21,Laptop,3816,3334,6,3046,East,Critical,25,Electronics,482
1277,2024-08-08,Laptop,2972,1626,16,2476,North,High,20,Electronics,1346
1278,2024-04-07,Printer,803,2674,5,4755,North,Critical,28,Electronics,-1871
1279,2024-03-19,Mouse,4711,2772,6,4141,South,Low,17,Electronics,1939
1280,2024-11-25,Headphones,511,1292,4,1830,East,Critical,8,Electronics,-781
1281,2024-03-10,Laptop,3289,279,14,1971,East,Medium,21,Electronics,3010
1282,2024-08-21,Keyboard,2752,1636,3,2337,South,Low,27,Electronics,1116
1283,2024-09-11,Tablet,130,769,17,3478,West,Low,27,Electronics,-639
1284,2024-09-24,Keyboard,2854,3698,5,2405,East,Critical,11,Electronics,-844
1285,2024-07-06,Chair,919,335,6,3025,East,Critical,4,Furniture,584
1286,2024-04-30,Laptop,4744,3564,4,4728,North,High,17,Electronics,1180
1287,2024-11-21,Headphones,856,1836,13,4238,East,Critical,22,Electronics,-980
1288,2024-01-02,Chair,1984,1966,8,2978,South,Medium,22,Furniture,18
1289,2024-12-10,Monitor,753,1855,11,4462,North,High,1,Electronics,-1102
1290,2024-10-17,Monitor,2573,3337,19,2342,South,High,9,Electronics,-764
1291,2024-11-27,Keyboard,2689,3392,5,3164,South,Low,21,Electronics,-703
1292,2024-09-06,Mouse,4632,3140,5,3744,East,Medium,9,Electronics,1492
1293,2024-02-21,Smartphone,3959,3075,3,4583,West,Medium,25,Electronics,884
1294,2024-07-09,Mouse,4851,2795,2,1202,East,High,2,Electronics,2056
1295,2024-08-06,Printer,1214,212,3,4233,West,High,23,Electronics,1002
1296,2024-10-21,Mouse,669,3800,15,2844,North,Low,13,Electronics,-3131
1297,2024-05-28,Printer,3116,2722,7,1961,South,Critical,4,Electronics,394
1298,2024-03-14,Printer,4922,59,3,1461,South,Medium,23,Electronics,4863
1299,2024-08-04,Headphones,496,1441,15,2873,East,Medium,22,Electronics,-945
1300,2024-11-11,Laptop,2387,796,11,3991,West,Low,29,Electronics,1591
1301,2024-11-01,Headphones,258,3244,16,3747,South,High,12,Electronics,-2986
1302,2024-06-21,Printer,2510,644,13,2578,South,Medium,26,Electronics,1866
1303,2024-11-05,Chair,3492,3520,2,1200,West,Low,23,Furniture,-28
1304,2024-05-10,Monitor,2761,1034,12,4302,South,High,27,Electronics,1727
1305,2023-12-29,Printer,2387,2151,7,1515,South,Low,16,Electronics,236
1306,2024-02-14,Headphones,1341,3156,1,2775,South,Medium,5,Electronics,-1815
1307,2024-05-01,Chair,2248,3039,14,2229,West,High,28,Furniture,-791
1308,2024-01-01,Headphones,1450,3849,10,2354,West,Low,28,Electronics,-2399
1309,2024-03-18,Mouse,2705,3673,3,3653,North,Low,26,Electronics,-968
1310,2023-12-31,Tablet,4062,53,11,1743,South,Low,12,Electronics,4009
1311,2024-07-01,Keyboard,754,3123,15,1874,South,Medium,28,Electronics,-2369
1312,2024-06-13,Smartphone,875,2505,6,3394,North,Medium,11,Electronics,-1630
1313,2024-04-28,Headphones,1054,1085,18,3396,West,Critical,2,Electronics,-31
1314,2024-01-25,Smartphone,3510,2940,13,4231,West,Medium,29,Electronics,570
1315,2024-08-20,Desk,426,2416,15,4696,East,Low,15,Furniture,-1990
1316,2024-04-20,Headphones,1022,2000,3,2275,West,Medium,4,Electronics,-978
1317,2024-03-15,Tablet,4263,2034,15,4293,East,Low,1,Electronics,2229
1318,2024-04-07,Smartphone,3126,1568,1,3905,North,Low,10,Electronics,1558
1319,2024-10-31,Printer,493,2589,10,2629,West,Low,3,Electronics,-2096
1320,2024-03-31,Headphones,804,3171,18,1393,North,High,21,Electronics,-2367
1321,2024-05-22,Laptop,3654,701,8,4467,East,Critical,0,Electronics,2953
1322,2024-06-10,Keyboard,4785,3999,12,3016,South,Critical,12,Electronics,786
1323,2024-03-25,Tablet,2221,3189,5,4041,South,Low,17,Electronics,-968
1324,2024-08-23,Smartphone,2755,2954,1,1977,North,Medium,15,Electronics,-199
1325,2024-08-25,Tablet,3515,600,8,1166,South,Critical,1,Electronics,2915
1326,2024-07-17,Chair,2761,793,5,1975,North,Low,8,Furniture,1968
1327,2024-09-18,Keyboard,2457,1272,17,3028,East,Medium,26,Electronics,1185
1328,2024-09-17,Printer,672,742,15,1451,South,High,11,Electronics,-70
1329,2024-05-04,Headphones,1773,2666,4,4209,East,High,4,Electronics,-893
1330,2024-01-09,Headphones,3372,796,13,1859,West,Low,4,Electronics,2576
1331,2023-12-16,Headphones,1969,1812,17,4944,South,Medium,21,Electronics,157
1332,2024-04-09,Keyboard,968,1323,13,1209,South,High,12,Electronics,-355
1333,2024-05-04,Laptop,4265,2896,2,1767,South,High,15,Electronics,1369
1334,2024-06-14,Desk,631,1704,4,2608,North,High,25,Furniture,-1073
1335,2024-04-07,Monitor,3931,2155,2,1213,West,Medium,18,Electronics,1776
1336,2024-06-08,Mouse,1736,3693,12,2801,West,Low,8,Electronics,-1957
1337,2024-02-19,Smartphone,3959,2087,19,4431,West,Low,15,Electronics,1872
1338,2024-11-02,Laptop,2049,1521,18,2686,East,High,18,Electronics,528
1339,2024-03-23,Printer,2761,1389,10,4306,West,Low,3,Electronics,1372
1340,2024-08-27,Smartphone,450,665,5,1972,North,Critical,27,Electronics,-215
1341,2024-09-16,Headphones,3698,1239,11,4799,North,High,14,Electronics,2459
1342,2024-02-02,Tablet,2678,3647,1,2420,East,Medium,8,Electronics,-969
1343,2024-04-22,Printer,1706,3222,3,1303,East,Low,15,Electronics,-1516
1344,2024-02-27,Smartphone,670,2669,17,4180,West,Medium,25,Electronics,-1999
1345,2024-09-02,Headphones,296,2795,15,3904,West,Low,23,Electronics,-2499
1346,2024-09-18,Smartphone,3389,2642,14,2835,North,Medium,5,Electronics,747
1347,2024-11-29,Tablet,3060,1721,15,1860,North,Medium,7,Electronics,1339
1348,2024-04-18,Headphones,4769,1327,16,2855,West,Low,0,Electronics,3442
1349,2024-08-01,Desk,2418,2487,4,3855,North,High,13,Furniture,-69
1350,2024-05-27,Laptop,4044,387,19,4461,East,High,3,Electronics,3657
1351,2023-12-26,Chair,1889,1700,8,3167,North,Medium,9,Furniture,189
1352,2024-11-23,Mouse,2953,2175,6,2863,West,Critical,26,Electronics,778
1353,2024-01-28,Keyboard,4445,1036,16,2633,East,Medium,15,Electronics,3409
1354,2024-10-04,Mouse,4548,270,3,4281,North,Critical,3,Electronics,4278
1355,2023-12-16,Printer,3741,2634,8,3474,East,High,1,Electronics,1107
1356,2024-10-06,Mouse,3891,2788,5,2567,West,Critical,1,Electronics,1103
1357,2024-05-29,Headphones,4398,1856,5,1944,North,Low,12,Electronics,2542
1358,2024-05-21,Desk,1442,3215,12,3377,West,Critical,10,Furniture,-1773
1359,2024-01-31,Chair,3800,3588,1,2249,South,Low,9,Furniture,212
1360,2024-11-25,Laptop,4305,3890,7,2750,West,Medium,24,Electronics,415
1361,2024-02-18,Laptop,3058,1294,11,3682,South,Critical,5,Electronics,1764
1362,2024-10-20,Tablet,4350,185,10,4218,East,Low,6,Electronics,4165
1363,2024-10-10,Keyboard,3388,381,3,4411,East,Medium,26,Electronics,3007
1364,2024-08-27,Smartphone,3564,73,8,1563,South,Critical,26,Electronics,3491
1365,2024-09-17,Desk,809,2669,1,1179,East,Critical,14,Furniture,-1860
1366,2024-06-28,Smartphone,2818,3413,8,1289,East,Low,19,Electronics,-595
1367,2024-01-07,Chair,3138,167,11,1186,West,Medium,18,Furniture,2971
1368,2024-09-05,Mouse,2165,3764,7,1485,South,Low,2,Electronics,-1599
1369,2024-09-11,Laptop,4278,1997,16,2360,North,Critical,20,Electronics,2281
1370,2024-11-13,Chair,1773,2513,7,4179,East,Medium,26,Furniture,-740
1371,2024-07-20,Mouse,3016,783,13,4197,East,High,13,Electronics,2233
1372,2024-08-22,Laptop,479,172,10,1772,North,High,21,Electronics,307
1373,2024-04-11,Mouse,2405,3101,17,4777,West,High,29,Electronics,-696
1374,2024-10-07,Keyboard,2509,1876,3,2832,West,Critical,1,Electronics,633
1375,2024-06-03,Desk,4242,3400,7,2057,West,High,22,Furniture,842
1376,2024-08-19,Printer,1768,3663,11,4509,North,Critical,15,Electronics,-1895
1377,2024-07-07,Chair,1315,2339,13,2299,West,Medium,22,Furniture,-1024
1378,2024-09-23,Chair,1358,2589,5,4565,East,Low,16,Furniture,-1231
1379,2024-05-09,Monitor,1100,2750,19,1181,West,Critical,14,Electronics,-1650
1380,2024-10-17,Headphones,3523,91,15,2262,East,Medium,29,Electronics,3432
1381,2024-06-26,Keyboard,2299,1620,1,4905,North,Medium,28,Electronics,679
1382,2024-08-03,Keyboard,2859,1476,5,2371,West,Medium,12,Electronics,1383
1383,2024-06-23,Smartphone,2971,1449,13,1145,West,Low,28,Electronics,1522
1384,2024-06-28,Mouse,4726,3985,10,2067,East,Critical,28,Electronics,741
1385,2024-07-23,Headphones,4091,2049,5,4942,North,Medium,11,Electronics,2042
1386,2023-12-20,Desk,2467,2108,1,2839,West,High,6,Furniture,359
1387,2024-09-24,Desk,582,3431,10,1498,North,High,28,Furniture,-2849
1388,2024-08-15,Keyboard,948,3026,18,1802,East,Medium,19,Electronics,-2078
1389,2024-01-17,Desk,2704,2879,8,2998,East,High,19,Furniture,-175
1390,2024-08-05,Monitor,1519,1222,3,4950,West,High,2,Electronics,297
1391,2024-09-14,Chair,2970,2343,19,2318,North,Critical,8,Furniture,627
1392,2024-09-20,Tablet,1302,2385,19,3022,East,Low,2,Electronics,-1083
1393,2024-09-18,Printer,819,2536,2,4842,North,Critical,15,Electronics,-1717
1394,2024-07-09,Smartphone,883,3286,17,1530,South,Medium,19,Electronics,-2403
1395,2024-01-24,Mouse,2259,363,16,4798,South,Medium,2,Electronics,1896
1396,2024-05-17,Printer,4699,2592,10,3258,West,High,7,Electronics,2107
1397,2024-06-18,Mouse,3474,2518,16,3940,North,Critical,7,Electronics,956
1398,2024-05-10,Laptop,1141,2750,5,4473,North,Medium,25,Electronics,-1609
1399,2024-07-27,Printer,1246,2468,3,4302,East,Medium,23,Electronics,-1222
1400,2023-12-14,Tablet,3964,1825,3,2362,North,High,14,Electronics,2139
1401,2024-05-15,Keyboard,1710,3012,2,3052,North,High,4,Electronics,-1302
1402,2024-10-11,Monitor,4704,2637,4,3358,East,Medium,12,Electronics,2067
1403,2024-08-08,Chair,310,283,18,4852,West,Critical,14,Furniture,27
1404,2024-05-20,Chair,2314,3687,2,3209,East,Low,6,Furniture,-1373
1405,2024-10-27,Monitor,4950,3436,6,1215,South,Critical,11,Electronics,1514
1406,2024-08-23,Headphones,1235,1453,3,1785,North,High,2,Electronics,-218
1407,2024-08-16,Laptop,2499,3267,3,3883,North,Medium,7,Electronics,-768
1408,2024-08-25,Mouse,3583,3361,2,2635,West,High,9,Electronics,222
